id,type,createdAt,post_text,linkedinUrl,author/name,author/linkedinUrl,author/info,repostId,year,month,weekday,hour,clean_text,word_count,character_count
7481733406545080320,comment,2026-07-11 15:37:28.006000+00:00,Ujjal K. Mazumder ,https://www.linkedin.com/feed/update/urn:li:activity:7481700244318113792?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7481700244318113792%2C7481733406545080320%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287481733406545080320%2Curn%3Ali%3Aactivity%3A7481700244318113792%29,Unknown,Unknown,Unknown,0.0,2026.0,July,Saturday,15.0,ujjal k mazumder,3,16
7482502754515603456,comment,2026-07-13 18:34:34.857000+00:00,Interested  for facility management.,https://www.linkedin.com/feed/update/urn:li:activity:7481700244318113792?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7481700244318113792%2C7482502754515603456%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287482502754515603456%2Curn%3Ali%3Aactivity%3A7481700244318113792%29,Unknown,Unknown,Unknown,0.0,2026.0,July,Monday,18.0,interested for facility management,4,34
7481700244318113792,post,,"🚨 We're Hiring | Blue Collar Recruiter | Barbeque Nation Hospitality Ltd. 🚨

Are you passionate about recruitment and experienced in hiring frontline talent? Join Barbeque Nation Hospitality Ltd. and become a part of one of India's leading hospitality brands.

📍 Locations:
Jharkhand
Odisha
Guwahati (Assam)
West Bengal
Bihar
Chhattisgarh

💰 Salary: ₹30,000 – ₹45,000 per month (Based on experience)

Key Responsibilities:
✅ End-to-end blue-collar recruitment for restaurant operations
✅ Bulk hiring of Stewards, Kitchen Helpers, Housekeeping, Utility Staff, Commis, and other frontline roles.
✅ Sourcing through job portals, social media, local vendors, job fairs, and field recruitment
✅ Conduct screening and interview coordination
✅ Ensure timely closures as per business requirements
✅ Coordinate with outlet teams and hiring managers
✅ Maintain recruitment MIS and candidate database

Preferred Candidate Profile:
✔️ 2–5 years of recruitment experience (Hospitality, Retail, QSR, or Facility Management preferred)
✔️ Strong experience in bulk hiring and frontline recruitment
✔️ Good communication and stakeholder management skills
✔️ Willingness to travel across the assigned region
If you're looking to build your career with a fast-growing hospitality brand, we'd love to hear from you!

📩 Share your resume at: adarsh.p@barbequenation.com
                                           bitu.p@barbequenation.com

Please mention the preferred location in the subject line while applying.

#Hiring #Recruitment #BlueCollarHiring #HospitalityJobs #RestaurantHiring #BarbequeNation #TalentAcquisition #HRJobs #BulkHiring #RecruiterJobs #JharkhandJobs #OdishaJobs #WestBengalJobs #BiharJobs #ChhattisgarhJobs #GuwahatiJobs

Harsha Kumar Mishra Bitu Patra Jayanta Saha Baidyanath Mishra Jyoti M. Shahzeen Kapadia",https://www.linkedin.com/posts/adarsh-pandey-hr_hiring-recruitment-bluecollarhiring-activity-7481700244318113792-PH1h,Adarsh Pandey,https://www.linkedin.com/in/adarsh-pandey-hr?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACM4DAsB7sdl-4vYHOjDCHPXBeUbMC-_kBM,HR Professional || Barbeque Nation Hospitality Ltd.,0.0,,,,,were hiring blue collar recruiter barbeque nation hospitality ltd are you passionate about recruitment and experienced in hiring frontline talent join barbeque nation hospitality ltd and become a part of one of indias leading hospitality brands locations jharkhand odisha guwahati assam west bengal bihar chhattisgarh salary per month based on experience key responsibilities endtoend bluecollar recruitment for restaurant operations bulk hiring of stewards kitchen helpers housekeeping utility staff commis and other frontline roles sourcing through job portals social media local vendors job fairs and field recruitment conduct screening and interview coordination ensure timely closures as per business requirements coordinate with outlet teams and hiring managers maintain recruitment mis and candidate database preferred candidate profile years of recruitment experience hospitality retail qsr or facility management preferred strong experience in bulk hiring and frontline recruitment good communication and stakeholder management skills willingness to travel across the assigned region if youre looking to build your career with a fastgrowing hospitality brand wed love to hear from you share your resume at adarshpcom bitupcom please mention the preferred location in the subject line while applying hiring recruitment bluecollarhiring hospitalityjobs restauranthiring barbequenation talentacquisition hrjobs bulkhiring recruiterjobs jharkhandjobs odishajobs westbengaljobs biharjobs chhattisgarhjobs guwahatijobs harsha kumar mishra bitu patra jayanta saha baidyanath mishra jyoti m shahzeen kapadia,210,1608
7486031960159666177,post,,"📢 **Hiring: Customer Care Executive – Barbeque Nation**

🏢 **Company:** Barbeque Nation
📍 **Location:** Jayanagar, Bengaluru
💼 **Job Type:** Full-time | Work From Office
🚀 **Hiring:** Immediate | **10 Openings**

### ✅ Eligibility

• 10th Pass or above
• Freshers & Experienced candidates (0–5 Years)
• Age: 18–30 Years
• Fluent in **English & Hindi** (Mandatory)

### 💼 Key Responsibilities

• Handle inbound & outbound customer calls
• Convert inquiries into confirmed bookings & sales
• Resolve customer queries, concerns & objections
• Achieve daily targets while maintaining service quality

### 🎯 Candidate Profile

• Strong communication & persuasion skills
• Sales-oriented and target-driven
• Self-motivated with good customer-handling skills
• Willing to work **9-hour rotational shifts (8 AM–10 PM)**
• Comfortable working weekends & festivals (**Comp-off provided**)

### 🌟 Why Join?

✨ Work with a leading hospitality brand
✨ Supportive work environment
✨ Growth & career opportunities

📩 **Interested candidates can apply here:   https://lnkd.in/deBsCZba

#Hiring #CustomerCareExecutive #BarbequeNation #BangaloreJobs #JayanagarJobs #CustomerServiceJobs #BPOJobs #FreshersJobs #ImmediateHiring #SalesJobs #JobOpening",https://www.linkedin.com/feed/update/urn:li:groupPost:10332870-7486031959417110528,Sabiha Shaikh,https://www.linkedin.com/in/sabiha-shaikh-1526b4380?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAF4TXs4BFAE9QM7murO0wT0y4Iosf9Alvbk,HR Recruiter,0.0,,,,,hiring customer care executive barbeque nation company barbeque nation location jayanagar bengaluru job type fulltime work from office hiring immediate openings eligibility th pass or above freshers experienced candidates years age years fluent in english hindi mandatory key responsibilities handle inbound outbound customer calls convert inquiries into confirmed bookings sales resolve customer queries concerns objections achieve daily targets while maintaining service quality candidate profile strong communication persuasion skills salesoriented and targetdriven selfmotivated with good customerhandling skills willing to work hour rotational shifts am pm comfortable working weekends festivals compoff provided why join work with a leading hospitality brand supportive work environment growth career opportunities interested candidates can apply here hiring customercareexecutive barbequenation bangalorejobs jayanagarjobs customerservicejobs bpojobs freshersjobs immediatehiring salesjobs jobopening,120,1007
7481053465000194048,comment,2026-07-09 18:35:37.309000+00:00,Any vacancy available for Odisha location ,https://www.linkedin.com/feed/update/urn:li:activity:7480138662215794688?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480138662215794688%2C7481053465000194048%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287481053465000194048%2Curn%3Ali%3Aactivity%3A7480138662215794688%29,Unknown,Unknown,Unknown,0.0,2026.0,July,Thursday,18.0,any vacancy available for odisha location,6,41
7480138662215794688,post,,"🚨 800+ JOBS OPEN AT BARBEQUE NATION 🚨

Dreaming of a career in hospitality? This is your chance! ✨

Naya India HR Foundation (NIHF) is hiring for
👑 BARBEQUE NATION - One of India's Leading Restaurant Chains

📍 **JOB LOCATIONS:**
Gujarat | Mumbai | Chennai | Hyderabad | Pune

💰 **SALARY & BENEFITS:**
Monthly CTC: ₹16,000 
Take Home: ₹11,500
🍽️ Free Breakfast + Lunch + Dinner
🏠 Free Sharing Accommodation
🚑 Medical & Life Insurance + Health Checkup
🚌 Free Transportation Tickets
📅 Weekly Off + 30 Annual Leaves + 6 Casual + 6 Sick Leaves
✈️ Opportunity to Work Abroad

🎓 **BONUS: STUDY WHILE YOU WORK - 100% FREE**
Get Bachelor Degree or Diploma in Hotel Management FREE!
Zero Fees | Practical Training | Career Growth

⏰ **IMMEDIATE JOINING**
🚀 **PROMOTION OPPORTUNITY AFTER 6 MONTHS**

Start your career with confidence. Grow. Learn. Earn. 💼

Apply Now! 📲
WhatsApp: +91 6289468616
Email: indrishchowdhuri.nihf@gmail.com",https://www.linkedin.com/posts/indrish-chowdhuri-88059238b_800-jobs-open-at-barbeque-nation-activity-7480138662215794688-SA4Q,Indrish Chowdhuri,https://www.linkedin.com/in/indrish-chowdhuri-88059238b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAGAEF2ABO2Z7iAP8vGbelVYCGpCI98CtOsE,HR Operations Intern | MBA Student at Brainware University | Integrating Data-Driven HR & Digital Marketing Basics,0.0,,,,,jobs open at barbeque nation dreaming of a career in hospitality this is your chance naya india hr foundation nihf is hiring for barbeque nation one of indias leading restaurant chains job locations gujarat mumbai chennai hyderabad pune salary benefits monthly ctc take home free breakfast lunch dinner free sharing accommodation medical life insurance health checkup free transportation tickets weekly off annual leaves casual sick leaves opportunity to work abroad bonus study while you work free get bachelor degree or diploma in hotel management free zero fees practical training career growth immediate joining promotion opportunity after months start your career with confidence grow learn earn apply now whatsapp email indrishchowdhurinihfcom,110,749
7481261642324815872,post,,"Barbeque Nation is hiring!

We are excited to share hospitality job opportunities for the following positions:

🔹 Kitchen Steward
🔹 Kitchen Helper
🔹 Associate

📍 Locations: Mumbai, Pune & Chennai

If you're looking to build or grow your career in the hospitality industry, this is a great opportunity to join one of India's leading restaurant brands.

How to Apply:

Download the AirigoJobs app by scanning the QR code.
Register as a Job Seeker.
Complete your profile.
Explore available openings.
Apply for your preferred position.

Start your hospitality career today with AirigoJobs.

🌐 www.airigojobs.com

#AirigoJobs #BarbequeNation #Hiring #HospitalityCareers #KitchenJobs #RestaurantJobs #CareerGrowth #JobsIndia #Recruitment #NowHiring",https://www.linkedin.com/posts/airigo-jobs_airigojobs-barbequenation-hiring-activity-7481261642324815872-9296,Airigo Jobs,https://www.linkedin.com/company/airigo-jobs/posts,14 followers,0.0,,,,,barbeque nation is hiring we are excited to share hospitality job opportunities for the following positions kitchen steward kitchen helper associate locations mumbai pune chennai if youre looking to build or grow your career in the hospitality industry this is a great opportunity to join one of indias leading restaurant brands how to apply download the airigojobs app by scanning the qr code register as a job seeker complete your profile explore available openings apply for your preferred position start your hospitality career today with airigojobs airigojobs barbequenation hiring hospitalitycareers kitchenjobs restaurantjobs careergrowth jobsindia recruitment nowhiring,96,677
7486736616980578304,post,,"📢 We're Hiring | Customer Care Executive | Barbeque Nation | Bangalore
🏢 Company: Barbeque Nation
📍 Location: Jayanagar, Bangalore
💼 Job Type: Full-time | Work from Office
⚡ Hiring: Immediate Joiners
📌 Open Positions: 10
Barbeque Nation is looking for enthusiastic and customer-focused Customer Care Executives to join our team. Freshers are welcome to apply!
Eligibility Criteria
Minimum qualification: 10th Pass
Freshers can apply
Fluent communication skills in English & Hindi (Mandatory)
Age: 18–30 years
Key Responsibilities
Handle inbound and outbound customer calls professionally.
Convert customer inquiries into confirmed bookings and sales.
Resolve customer queries, concerns, and objections effectively.
Maintain high-quality customer service standards.
Achieve daily targets while ensuring customer satisfaction.
Candidate Requirements
Strong communication and persuasion skills.
Sales-oriented and target-driven approach.
Self-motivated with good customer handling abilities.
Willingness to work in rotational shifts.
Work Schedule
9-hour rotational shifts
Shift window: 8:00 AM – 10:00 PM
Comfortable working on weekends and festivals
Comp-off will be provided
Why Join Barbeque Nation?
✨ Opportunity to work with a leading hospitality brand
✨ Supportive work environment
✨ Growth and career development opportunities
📞 Interested candidates can contact:
Snigdha
📱 9986731408
Know someone looking for a customer care opportunity? Tag them or share this post with your network!
#Hiring #BarbequeNation #CustomerCare #CustomerSupport #BPOJobs #BangaloreJobs #Jayanagar #FreshersJobs #HospitalityJobs #ImmediateHiring #CareerOpportunity",https://www.linkedin.com/posts/snigdha-p-bb467aa3_hiring-barbequenation-customercare-activity-7486736616980578304-qCHK,Snigdha P.,https://www.linkedin.com/in/snigdha-p-bb467aa3?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABX9eTgB2kOodCyY1oJsYQIkzTBFxqxXo88,Management graduate,0.0,,,,,were hiring customer care executive barbeque nation bangalore company barbeque nation location jayanagar bangalore job type fulltime work from office hiring immediate joiners open positions barbeque nation is looking for enthusiastic and customerfocused customer care executives to join our team freshers are welcome to apply eligibility criteria minimum qualification th pass freshers can apply fluent communication skills in english hindi mandatory age years key responsibilities handle inbound and outbound customer calls professionally convert customer inquiries into confirmed bookings and sales resolve customer queries concerns and objections effectively maintain highquality customer service standards achieve daily targets while ensuring customer satisfaction candidate requirements strong communication and persuasion skills salesoriented and targetdriven approach selfmotivated with good customer handling abilities willingness to work in rotational shifts work schedule hour rotational shifts shift window am pm comfortable working on weekends and festivals compoff will be provided why join barbeque nation opportunity to work with a leading hospitality brand supportive work environment growth and career development opportunities interested candidates can contact snigdha know someone looking for a customer care opportunity tag them or share this post with your network hiring barbequenation customercare customersupport bpojobs bangalorejobs jayanagar freshersjobs hospitalityjobs immediatehiring careeropportunity,194,1531
7487782697713647617,post,,"🚨 We're Hiring | Customer Care Executive – Barbeque Nation

📍 Location: Jayanagar, Bengaluru
💰 Salary: ₹16,000 – ₹20,000/month
🎓 Qualification: Minimum 10th Pass
🎂 Age: 18–30 Years
🗣️ Languages: English & Hindi
✨ Freshers & Experienced candidates can apply!

📩 Apply Here:-  https://lnkd.in/dByNnaHr

Contact Info:
HR:- Harshitha BL
Mob:- 9108214087
E-mail:- harshithabl@earlyjobs.co.in
For More Information:- https://www.earlyjobs.ai/


#Hiring #CustomerCareExecutive #BarbequeNation #JayanagarJobs #BengaluruJobs #JobsInBangalore #CustomerService #FreshersJobs #ImmediateHiring #VoiceProcess #HospitalityJobs #CareerOpportunity #ApplyNow #WalkInJobs",https://www.linkedin.com/posts/harshitha-b-l-1a4b6940b_earlyjobs-fast-growing-platform-for-jobs-activity-7487782697713647617-EuPM,Harshitha B L,https://www.linkedin.com/in/harshitha-b-l-1a4b6940b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAGilF8wBeyQdIv1Je9UtryMRKEuiKEGDLC0,"Assisted in candidate sourcing, screening, interview coordination, and recruitment operations, contributing to the end-to-end hiring process.",0.0,,,,,were hiring customer care executive barbeque nation location jayanagar bengaluru salary month qualification minimum th pass age years languages english hindi freshers experienced candidates can apply apply here contact info hr harshitha bl mob email harshithablcoin for more information hiring customercareexecutive barbequenation jayanagarjobs bengalurujobs jobsinbangalore customerservice freshersjobs immediatehiring voiceprocess hospitalityjobs careeropportunity applynow walkinjobs,53,486
7482450206517518336,comment,2026-07-13 15:05:46.437000+00:00,"Interested for recruiter guwahati location barbeque nation,8638490423 cl me",https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7482450206517518336%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287482450206517518336%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,Unknown,Unknown,Unknown,0.0,2026.0,July,Monday,15.0,interested for recruiter guwahati location barbeque nation cl me,9,64
7480878715107917824,comment,2026-07-09 07:01:13.688000+00:00,Cfbr,https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7480878715107917824%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287480878715107917824%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,Unknown,Unknown,Unknown,0.0,2026.0,July,Thursday,7.0,cfbr,1,4
7485264863511113729,comment,2026-07-21 09:30:12.958000+00:00,#CFBR ,https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7485264863511113729%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287485264863511113729%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,Unknown,Unknown,Unknown,0.0,2026.0,July,Tuesday,9.0,cfbr,1,4
7480971647982788609,comment,2026-07-09 13:10:30.612000+00:00,I have sent my resume to you on mail please kindly check on this,https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7480971647982788609%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287480971647982788609%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,Unknown,Unknown,Unknown,0.0,2026.0,July,Thursday,13.0,i have sent my resume to you on mail please kindly check on this,14,64
